id,web_name,full_name,team_short,team_name,position,price,price_change_this_gw,price_change_season,status,chance_playing_this_round,chance_playing_next_round,news,news_added,total_points,event_points,points_per_game,form,ep_next,ep_this,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,defensive_contribution_per_90,influence,creativity,threat,ict_index,selected_by_percent,transfers_in_event,transfers_out_event,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,dreamteam_count
150,M.Sarr,Mamadou Sarr,CHE,Chelsea,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,327,602,0.0,,,,0
151,Acheampong,Josh Acheampong,CHE,Chelsea,DEF,4.5,0.0,0.0,a,,,,,3,3,3.0,3.0,1.7,1.7,90,1,0,0,0,2,0,0,0,0,0,0,0,13,0.00,0.01,0.01,1.33,10,6,5,15,15.0,33.2,2.2,2.0,3.7,0.3,3449,1620,0.7,,,,0
152,Palestra,Marco Palestra,CHE,Chelsea,DEF,5.5,0.0,0.0,d,,75,Unspecified injury - 75% chance of playing,2026-08-24T18:30:07.421239Z,0,0,0.0,0.0,1.9,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,2.6,4651,30285,0.0,,,,0
153,Disasi,Axel Disasi,CHE,Chelsea,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,315,575,0.0,,,,0
154,Palmer,Cole Palmer,CHE,Chelsea,MID,9.5,0.0,0.0,a,,100,,2026-08-24T22:00:07.971542Z,13,13,13.0,13.0,3.2,3.2,82,1,1,1,0,2,0,0,0,0,0,0,3,60,0.28,0.19,0.47,1.24,0,7,2,9,9.88,65.2,41.3,54.0,16.1,13.1,179754,21039,1.4,,3,1,1
155,Enzo,Enzo Fernández,CHE,Chelsea,MID,7.0,0.0,0.0,a,,,,,1,1,1.0,1.0,2.5,2.5,25,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,0.02,0.02,0.28,0,3,0,3,10.8,3.4,12.0,0.0,1.5,4.9,12334,44674,0.1,3,2,2,0
156,Neto,Pedro Lomba Neto,CHE,Chelsea,MID,6.5,0.0,0.0,a,,,,,1,1,1.0,1.0,2.3,2.3,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0.03,0.07,0.10,0.22,0,3,1,4,25.71,5.2,4.1,4.0,1.3,1.3,4142,12404,0.2,2,4,,0
157,Estêvão,Estêvão Almeida de Oliveira Gonçalves,CHE,Chelsea,MID,6.5,0.0,0.0,a,,,,,1,1,1.0,1.0,2.3,2.3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.09,0,1,0,1,12.86,0.2,0.4,0.0,0.1,1.2,3952,14389,0.2,5,,3,0
158,Gittens,Jamie Bynoe-Gittens,CHE,Chelsea,MID,6.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,193,463,0.0,,,,0
159,Caicedo,Moisés Caicedo Corozo,CHE,Chelsea,MID,5.5,0.0,0.0,d,,75,Unspecified injury - 75% chance of playing,2026-08-24T18:30:07.431154Z,0,0,0.0,0.0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,3.4,8949,55065,0.0,,,,0
161,Lavia,Roméo Lavia,CHE,Chelsea,MID,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.5,1.5,64,1,0,0,0,2,0,0,0,1,0,0,0,8,0.21,0.03,0.24,1.05,2,4,3,9,12.66,13.6,21.9,33.0,6.9,0.1,700,575,0.2,,,,0
163,D.Essugo,Dário Luís Essugo,CHE,Chelsea,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,929,1857,0.0,,,,0
164,Quenda,Geovany Quenda,CHE,Chelsea,MID,5.5,0.0,0.0,a,100,100,,2026-07-24T20:30:10.609931Z,1,1,1.0,1.0,2.0,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.09,1,0,0,1,11.25,1.2,0.3,2.0,0.4,0.0,160,527,0.2,,,,0
165,João Pedro,João Pedro Junqueira de Jesus,CHE,Chelsea,FWD,7.5,0.0,0.0,a,,,,,11,11,11.0,11.0,2.4,2.4,90,1,1,1,0,2,0,0,0,0,0,0,2,45,0.63,0.06,0.69,1.33,1,2,0,3,3.0,51.2,23.0,37.0,11.1,66.2,222932,19435,1.5,,,,1
166,N.Jackson,Nicolas Jackson,CHE,Chelsea,FWD,6.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,1811,4902,0.0,,,,0
167,Delap,Liam Delap,CHE,Chelsea,FWD,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,1826,4596,0.0,,,4,0
168,Marc Guiu,Marc Guiu Paz,CHE,Chelsea,FWD,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,1601,3784,0.0,,,,0
169,Mheuka,Shumaira Mheuka,CHE,Chelsea,FWD,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,1981,2864,0.0,,,,0
170,Emegha,Emmanuel Emegha,CHE,Chelsea,FWD,5.0,0.0,0.0,a,100,100,,2026-07-24T20:30:10.622380Z,0,0,0.0,0.0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,1120,1525,0.0,,,,0
200,Lacroix,Maxence Lacroix,CHE,Chelsea,DEF,6.0,0.0,0.0,a,,,,,6,6,6.0,6.0,2.8,2.8,90,1,0,1,0,2,0,0,0,0,0,0,0,25,0.00,0.20,0.20,1.33,7,2,5,12,12.0,44.2,11.2,2.0,5.7,9.4,38203,26437,1.0,,,,0
560,Penders,Mike Penders,CHE,Chelsea,GKP,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,234,452,0.0,,,,0
561,Anselmino,Aaron Anselmino,CHE,Chelsea,DEF,4.5,0.0,0.0,d,,25,Hamstring injury - 25% chance of playing,2026-08-23T19:00:08.536705Z,0,0,0.0,0.0,0.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,93,314,0.0,,,,0
568,Barco,Valentín Barco,CHE,Chelsea,MID,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,225,979,0.0,,,,0
578,Mudryk,Mykhailo Mudryk,CHE,Chelsea,MID,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,174,631,0.0,,,,0
583,Chavarria,Pep Chavarría,CHE,Chelsea,DEF,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,2.2,2.2,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.28,1,1,0,1,3.6,2.4,0.2,2.0,0.5,0.2,722,1367,0.2,,,,0
104,Onyeka,Frank Onyeka,COV,Coventry City,MID,5.0,0.0,0.0,a,,,,,2,2,2.0,2.0,1.5,1.5,90,1,0,0,0,3,0,0,0,0,0,0,0,8,0.00,0.01,0.01,1.88,3,5,1,9,9.0,3.6,1.6,0.0,0.5,0.2,1002,903,0.4,,,,0
110,Rushworth,Carl Rushworth,COV,Coventry City,GKP,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.9,1.9,90,1,0,0,0,3,0,0,0,0,0,2,0,0,0.00,0.01,0.01,1.88,1,7,0,0,0.0,14.2,0.0,0.0,1.4,1.2,3396,2573,0.2,,,,0
171,Dovin,Oliver Dovin,COV,Coventry City,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,1.6,1323,3718,0.0,,,,0
172,Wilson,Ben Wilson,COV,Coventry City,GKP,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,137,2018,0.0,,,,0
173,Thomas,Bobby Thomas,COV,Coventry City,DEF,4.0,0.0,0.0,a,,,,,3,3,3.0,3.0,1.0,1.0,90,1,0,0,0,3,0,0,0,0,0,0,0,11,0.02,0.01,0.03,1.88,9,2,1,10,10.0,23.2,11.2,1.0,3.5,8.0,19598,13434,0.8,,,,0
174,Kitching,Liam Kitching,COV,Coventry City,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7,319,2846,0.0,,,,0
175,van Ewijk,Milan van Ewijk,COV,Coventry City,DEF,4.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.0,1.0,90,1,0,0,0,3,0,0,0,0,0,0,0,-8,0.00,0.01,0.01,1.88,6,3,1,7,7.0,10.6,2.0,2.0,1.5,13.3,19195,31978,0.2,,,,0
176,Dasilva,Jay Dasilva,COV,Coventry City,DEF,4.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.0,1.0,90,1,0,0,0,3,0,0,0,0,0,0,0,-4,0.00,0.02,0.02,1.88,6,1,0,6,6.0,13.8,3.8,0.0,1.8,0.9,1471,2276,0.2,,,,0
177,Kesler-Hayden,Kaine Kesler-Hayden,COV,Coventry City,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,105,324,0.0,,,,0
178,Bidwell,Jake Bidwell,COV,Coventry City,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,384,486,0.0,,,,0
179,Latibeaudiere,Joel Latibeaudiere,COV,Coventry City,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,82,255,0.0,,,,0
180,Woolfenden,Luke Woolfenden,COV,Coventry City,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,652,1077,0.0,,,,0
181,Brau,Miguel Brau,COV,Coventry City,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,162,195,0.0,,,,0
182,Amenda,Aurèle Amenda,COV,Coventry City,DEF,4.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.0,1.0,90,1,0,0,0,3,0,0,0,0,0,0,0,1,0.00,0.01,0.01,1.88,9,4,0,9,9.0,28.8,0.8,0.0,3.0,0.9,1733,2586,0.2,,,,0
183,Rudoni,Jack Rudoni,COV,Coventry City,MID,5.0,0.0,0.0,a,100,100,,2026-07-23T12:01:23.481435Z,1,1,1.0,1.0,1.5,1.5,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0.15,0.00,0.15,0.29,0,4,1,5,22.5,5.6,3.8,17.0,2.6,0.1,431,778,0.2,3,1,,0
184,Grimes,Matt Grimes,COV,Coventry City,MID,5.0,0.0,0.0,a,,,,,2,2,2.0,2.0,1.5,1.5,90,1,0,0,0,3,0,0,0,0,0,0,0,14,0.00,0.01,0.01,1.88,4,3,0,7,7.0,13.4,3.7,0.0,1.7,0.2,1000,935,0.4,1,,3,0
185,Sakamoto,Tatsuhiro Sakamoto,COV,Coventry City,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,81,897,0.0,,,,0
186,Mason-Clark,Ephron Mason-Clark,COV,Coventry City,MID,5.5,0.0,0.0,a,100,100,,2026-08-19T18:00:08.310507Z,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,170,993,0.0,,,,0
187,Eccles,Josh Eccles,COV,Coventry City,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,46,165,0.0,,,,0
188,Torp,Victor Torp,COV,Coventry City,MID,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,2.0,2.0,28,0,0,0,0,0,0,0,0,0,0,0,0,8,0.00,0.11,0.11,0.32,1,0,0,1,3.21,6.8,16.4,0.0,2.3,0.2,118,1113,0.2,2,2,2,0
189,Shepherd,George Shepherd,COV,Coventry City,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,666,1985,0.0,,,,0
190,Tchaouna,Loum Tchaouna,COV,Coventry City,MID,5.5,0.0,0.0,a,,,,,2,2,2.0,2.0,2.0,2.0,81,1,0,0,0,3,0,0,0,0,0,0,0,11,0.04,0.02,0.06,1.76,3,5,0,8,8.89,1.8,6.0,3.0,1.1,0.2,904,759,0.4,,,,0
191,Borges Rodrigues,Raphael Borges Rodrigues,COV,Coventry City,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,423,1208,0.0,,,,0
192,Andrews,Kaine Andrews,COV,Coventry City,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7,1837,4636,0.0,,,,0
193,Wright,Haji Wright,COV,Coventry City,FWD,5.5,0.0,0.0,i,0,0,Thigh injury - Unknown return date,2026-08-14T22:00:07.214508Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,73,3817,0.0,,,1,0
194,Thomas-Asante,Brandon Thomas-Asante,COV,Coventry City,FWD,5.0,0.0,0.0,a,,,,,2,2,2.0,2.0,1.4,1.4,69,1,0,0,0,3,0,0,0,0,0,0,0,9,0.00,0.02,0.02,1.60,5,1,0,6,7.83,4.6,1.1,0.0,0.6,0.8,7739,4497,0.4,,,4,0
195,Simms,Ellis Simms,COV,Coventry City,FWD,5.0,0.0,0.0,a,,,,,2,2,2.0,2.0,1.4,1.4,69,1,0,0,0,3,0,0,0,0,0,0,0,7,0.00,0.01,0.01,1.60,1,2,0,3,3.91,2.6,12.3,2.0,1.7,1.0,10566,5112,0.4,,,,0
196,Markelo,Jahnoah Markelo,COV,Coventry City,FWD,5.0,0.0,0.0,u,0,0,Has joined Shabab Al-Ahli Dubai permanently,2026-08-17T13:53:55.791223Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,443,0.0,,,,0
197,Bassette,Norman Bassette,COV,Coventry City,FWD,4.5,0.0,0.0,u,0,0,Has joined KVC Westerlo on loan for the rest of the season,2026-07-28T12:58:50.001768Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,605,0.0,,,,0
492,Awoniyi,Taiwo Awoniyi,COV,Coventry City,FWD,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.8,1.8,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00,0.00,0.00,0.29,0,1,0,1,4.5,0.0,1.4,0.0,0.1,0.8,2839,5292,0.2,,,5,0
575,Yirenkyi,Caleb Yirenkyi,COV,Coventry City,MID,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.5,1.5,61,1,0,0,0,3,0,0,0,1,0,0,0,2,0.00,0.00,0.00,1.56,0,3,0,3,4.43,0.0,3.1,0.0,0.0,0.2,512,1699,0.2,,,,0
584,Hamer,Gustavo Hamer,COV,Coventry City,MID,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,2.0,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.13,0,1,0,1,11.25,0.4,0.3,0.0,0.1,0.1,234,853,0.2,,,,0
599,Cherif,Sidiki Cherif,COV,Coventry City,FWD,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,1065,849,0.0,,,,0
42,Guessand,Evann Guessand,CRY,Crystal Palace,MID,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,2.0,2.0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0.03,0.02,0.05,0.14,0,0,1,1,3.33,3.2,1.8,7.0,1.2,0.0,271,406,0.2,,,,0
198,Henderson,Dean Henderson,CRY,Crystal Palace,GKP,5.0,0.0,0.0,a,75,100,,2026-08-20T14:00:08.018379Z,2,2,2.0,2.0,2.6,2.0,90,1,0,0,0,2,0,0,0,0,0,3,0,14,0.00,0.00,0.00,1.12,3,13,0,0,0.0,28.2,0.0,0.0,2.8,1.9,3589,8833,0.4,,,,0
199,Benitez,Walter Benítez,CRY,Crystal Palace,GKP,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,323,722,0.0,,,,0
201,Muñoz,Daniel Muñoz Mejía,CRY,Crystal Palace,DEF,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.5,2.5,54,1,0,0,0,2,0,0,0,0,0,0,0,-4,0.23,0.01,0.24,0.84,3,1,1,4,6.67,1.2,1.8,21.0,2.4,8.9,12434,74303,0.0,,,,0
202,Richards,Chris Richards,CRY,Crystal Palace,DEF,5.0,0.0,0.0,a,,,,,3,3,3.0,3.0,2.2,2.2,90,1,0,0,0,2,0,0,0,0,0,0,0,13,0.00,0.00,0.00,1.12,14,1,2,16,16.0,42.6,0.7,0.0,4.3,0.7,2693,3459,0.6,,,,0
203,Canvot,Jaydee Canvot,CRY,Crystal Palace,DEF,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,2.2,2.2,90,1,0,0,0,2,0,0,0,0,0,0,0,9,0.05,0.01,0.06,1.12,4,3,4,8,8.0,27.4,5.7,5.0,3.8,0.3,577,2178,0.2,,,,0
204,Mitchell,Tyrick Mitchell,CRY,Crystal Palace,DEF,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.7,1.7,90,1,0,0,0,2,0,0,0,0,0,0,0,9,0.00,0.01,0.01,1.12,3,4,2,5,5.0,11.6,13.8,2.0,2.7,5.9,4325,30552,0.2,,,,0
205,Sosa,Borna Sosa,CRY,Crystal Palace,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,92,214,0.0,,,,0
206,Chadi Riad,Chadi Riad Dnanou,CRY,Crystal Palace,DEF,4.5,0.0,0.0,d,,50,Knee injury - 50% chance of playing,2026-08-22T18:00:07.352049Z,1,1,1.0,1.0,0.9,1.7,72,1,0,0,0,2,0,0,0,0,0,0,0,7,0.00,0.01,0.01,0.98,6,3,1,7,8.75,12.6,1.3,0.0,1.4,0.1,248,1817,0.2,,,,0
207,Mingueza,Oscar Mingueza,CRY,Crystal Palace,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,143,801,0.0,,,,0
208,Sarr,Ismaïla Sarr,CRY,Crystal Palace,MID,6.5,0.0,0.0,d,,75,Groin injury - 75% chance of playing,2026-08-22T18:00:07.363165Z,0,0,0.0,0.0,1.7,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,3.4,1866,108363,0.0,,,2,0
210,Wharton,Adam Wharton,CRY,Crystal Palace,MID,5.5,0.0,0.0,a,100,100,,2026-07-23T12:01:23.498963Z,4,4,4.0,4.0,2.0,2.0,90,1,0,0,0,2,0,0,0,0,0,0,0,20,0.00,0.24,0.24,1.12,4,8,2,14,14.0,16.8,30.9,0.0,4.8,0.9,4015,4515,0.7,1,,,0
211,Yeremy,Yéremy Pino Santos,CRY,Crystal Palace,MID,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,2.0,2.0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0.06,0.02,0.08,0.27,0,3,2,5,12.86,2.0,6.3,6.0,1.4,0.2,178,1419,0.2,2,1,,0
212,Hughes,Will Hughes,CRY,Crystal Palace,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,11.2,13509,55939,0.0,3,,,0
213,Lerma,Jefferson Lerma Solís,CRY,Crystal Palace,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,145,861,0.0,,,,0
214,Kamada,Daichi Kamada,CRY,Crystal Palace,MID,5.0,0.0,0.0,a,,,,,3,3,3.0,3.0,1.5,1.5,90,1,0,0,0,2,0,0,0,1,0,0,0,25,0.00,0.27,0.27,1.12,3,8,3,14,14.0,20.4,29.3,0.0,5.0,0.3,1201,1855,0.6,4,,,0
215,Devenny,Justin Devenny,CRY,Crystal Palace,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48,116,0.0,,2,3,0
216,Esse,Romain Esse,CRY,Crystal Palace,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,153,382,0.0,,,,0
217,M.França,Matheus França de Oliveira,CRY,Crystal Palace,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11,434,0.0,,,,0
218,Doucouré,Cheick Doucouré,CRY,Crystal Palace,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,170,660,0.0,,,,0
219,J.Rak-Sakyi,Jesurun Rak-Sakyi,CRY,Crystal Palace,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,53,0.0,,,,0
220,Cardines,Rio Cardines,CRY,Crystal Palace,DEF,4.5,0.0,0.0,u,0,0,Has joined Bristol City on loan for the rest of the season,2026-08-12T14:08:46.501813Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,45,0.0,,,,0
221,Drakes-Thomas,Joél Drakes-Thomas,CRY,Crystal Palace,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,270,616,0.0,,,,0
222,Strand Larsen,Jørgen Strand Larsen,CRY,Crystal Palace,FWD,6.0,0.0,0.0,a,,,,,1,1,1.0,1.0,2.0,2.0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,0.01,0.26,0.14,0,0,0,0,0.0,1.0,3.5,17.0,2.2,0.6,923,4121,0.2,,,,0
223,Mateta,Jean-Philippe Mateta,CRY,Crystal Palace,FWD,6.5,0.0,0.0,a,,,,,2,2,2.0,2.0,2.1,2.1,62,1,0,0,0,2,0,0,0,0,0,0,0,-3,0.70,0.02,0.72,0.98,1,2,2,5,7.26,1.4,12.3,11.0,2.5,5.5,15264,39319,0.3,,,1,0
